Comunidad autónoma;Relación con la actividad en el trimestre actual;Relación con la actividad en el trimestre anterior;Periodo;Total
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2017T4;21,8
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2017T3;29,3
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2017T2;32,9
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2017T1;33
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2016T4;25,8
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2016T3;35,6
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2016T2;30,4
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2016T1;26,5
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2015T4;35,6
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2015T3;33
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2015T2;36,4
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2015T1;25,4
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2014T4;30,6
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2014T3;35,5
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2014T2;28
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2014T1;27,1
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2013T4;35,2
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2013T3;39,6
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2013T2;38,4
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2013T1;26,5
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2012T4;26,7
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2012T3;31,3
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2012T2;28,4
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2012T1;24,1
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2011T4;26,8
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2011T3;35,7
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2011T2;34,7
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2011T1;22,9
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2010T4;31,8
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2010T3;31,3
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2010T2;25,2
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2010T1;32
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2009T4;27,6
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2009T3;22,5
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2009T2;18,7
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2009T1;25,2
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2008T4;24,2
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2008T3;18,4
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2008T2;21,7
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2008T1;16,9
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2007T4;17,4
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2007T3;17,8
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2007T2;10,7
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2007T1;11,7
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2006T4;15,5
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2006T3;13,9
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2006T2;17
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2006T1;19,5
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2005T4;18,2
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2005T3;12,1
14 Murcia, Región de;Parados (trimestre actual);Inactivos (trimestre anterior);2005T2;15,1
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2024T2;0,4
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2024T1;0,7
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2023T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2023T3;0,2
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2023T2;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2023T1;1,3
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2022T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2022T3;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2022T2;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2022T1;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2021T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2021T3;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2021T2;0,6
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2021T1;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2020T4;1
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2020T3;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2020T2;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2020T1;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2019T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2019T3;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2019T2;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2019T1;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2018T4;0,6
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2018T3;0,5
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2018T2;0,6
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2018T1;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2017T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2017T3;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2017T2;0,8
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2017T1;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2016T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2016T3;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2016T2;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2016T1;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2015T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2015T3;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2015T2;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2015T1;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2014T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2014T3;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2014T2;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2014T1;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2013T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2013T3;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2013T2;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2013T1;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2012T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2012T3;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2012T2;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2012T1;0,6
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2011T4;0,4
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2011T3;1,2
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2011T2;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2011T1;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2010T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2010T3;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2010T2;0,3
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2010T1;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2009T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2009T3;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2009T2;1
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2009T1;2,3
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2008T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2008T3;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2008T2;0,4
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2008T1;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2007T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2007T3;0,9
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2007T2;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2007T1;0,4
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2006T4;0,8
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2006T3;0,4
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2006T2;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2006T1;1,2
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2005T4;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2005T3;..
14 Murcia, Región de;Parados (trimestre actual);No consta (trimestre anterior);2005T2;..
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2024T2;518,6
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2024T1;526,5
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2023T4;526,8
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2023T3;511,3
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2023T2;521,5
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2023T1;519,8
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2022T4;515,3
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2022T3;512,3
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2022T2;507,2
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2022T1;510,4
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2021T4;503,1
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2021T3;480,3
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2021T2;493,3
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2021T1;504,8
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2020T4;508,4
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2020T3;484,7
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2020T2;530,2
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2020T1;502,9
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2019T4;493,4
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2019T3;498,7
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2019T2;497,1
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2019T1;500,3
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2018T4;487,6
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2018T3;489,2
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2018T2;484,5
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2018T1;490,9
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2017T4;485,3
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2017T3;480,9
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2017T2;481,2
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2017T1;482,3
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2016T4;486,2
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2016T3;482
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2016T2;482
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2016T1;486,8
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2015T4;481,2
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2015T3;482,7
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2015T2;471,4
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2015T1;482,5
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2014T4;460,1
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2014T3;463,1
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2014T2;458,4
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2014T1;458,3
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2013T4;456,5
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2013T3;448,1
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2013T2;458,7
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2013T1;460
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2012T4;457,2
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2012T3;445,5
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2012T2;449,5
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2012T1;451,5
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2011T4;451,2
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2011T3;454,1
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2011T2;457,3
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2011T1;454,8
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2010T4;441,6
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2010T3;446,5
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2010T2;452,5
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2010T1;451,1
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2009T4;463,7
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2009T3;458,2
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2009T2;445,1
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2009T1;445
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2008T4;447,1
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2008T3;445,2
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2008T2;440,3
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2008T1;443,7
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2007T4;452,1
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2007T3;447,4
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2007T2;446,7
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2007T1;448,5
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2006T4;453,5
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2006T3;457,1
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2006T2;442,6
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2006T1;450,3
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2005T4;452,3
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2005T3;452,2
14 Murcia, Región de;Inactivos (trimestre actual);Total (trimestre anterior);2005T2;448,8
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2024T2;19,6
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2024T1;19
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2023T4;28
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2023T3;17,4
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2023T2;13,7
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2023T1;15,9
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2022T4;24,4
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2022T3;32
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2022T2;14,1
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2022T1;15,3
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2021T4;28,9
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2021T3;21,9
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2021T2;12
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2021T1;22,6
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2020T4;27,8
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2020T3;20,1
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2020T2;25,5
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2020T1;18,5
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2019T4;25,6
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2019T3;22,5
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2019T2;12,5
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2019T1;13,8
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2018T4;17,5
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2018T3;32,1
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2018T2;15,6
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2018T1;19,6
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2017T4;24,1
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2017T3;19,4
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2017T2;14,8
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2017T1;14,7
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2016T4;16,6
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2016T3;26,7
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2016T2;11,4
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2016T1;11,6
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2015T4;15,3
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2015T3;21,5
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2015T2;11,8
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2015T1;22,2
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2014T4;17,2
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2014T3;18,3
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2014T2;11,8
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2014T1;13,4
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2013T4;19,2
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2013T3;17,9
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2013T2;16,2
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2013T1;14,8
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2012T4;20,5
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2012T3;19,5
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2012T2;12,6
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2012T1;9,8
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2011T4;17,9
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2011T3;21,7
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2011T2;21
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2011T1;25,3
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2010T4;22,9
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2010T3;20,3
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2010T2;17,3
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2010T1;19,6
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2009T4;30
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2009T3;30,1
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2009T2;23,1
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2009T1;21,4
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2008T4;33,7
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2008T3;33,7
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2008T2;21,8
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2008T1;27
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2007T4;22,3
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2007T3;29,4
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2007T2;20,3
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2007T1;26
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2006T4;30,2
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2006T3;32,4
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2006T2;21,6
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2006T1;22,9
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2005T4;32,7
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2005T3;33,5
14 Murcia, Región de;Inactivos (trimestre actual);Ocupados (trimestre anterior);2005T2;21,5
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2024T2;23,6
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2024T1;12,3
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2023T4;21,7
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2023T3;21,4
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2023T2;20,7
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2023T1;22,1
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2022T4;18,6
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2022T3;24,9
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2022T2;23,3
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2022T1;23,2
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2021T4;26,6
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2021T3;20,3
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2021T2;24,4
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2021T1;20,4
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2020T4;30,2
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2020T3;23,3
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2020T2;40,5
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2020T1;24,3
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2019T4;16,6
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2019T3;16,4
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2019T2;19,6
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2019T1;26,2
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2018T4;25,4
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2018T3;24,9
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2018T2;23,3
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2018T1;19,9
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2017T4;23
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2017T3;27,7
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2017T2;23,6
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2017T1;25,5
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2016T4;26
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2016T3;22,6
14 Murcia, Región de;Inactivos (trimestre actual);Parados (trimestre anterior);2016T2;24,3
